CLAS:ActionBase static void cleanup(): cleanup (V)  | action (NM) base (N) 
NAME:FlowScrollPanel int getScrollableUnitIncrement(Rectangle visibleRect, int orientation, int direction): get (V)  | scrollable (NM) unit (NM) increment (N) 
NAME:FlowScrollPanel void setLayout(LayoutManager l): set (V)  | layout (N) 
NAME:FlowScrollPanel void setScroller(JScrollPane scrollPane): set (V)  | scroller (N) 
NAME:GeneralOptionsPanel String getDescription(): get (V)  | description (N) 
NAME:GeneralOptionsPanel String getName(): get (V)  | name (N) 
NAME:GeneralOptionsPanel void initUI(): init (V)  | UI (N) 
NAME:HTMLExporter String processCollection(int COLLECTION_TYPE, ArrayList collection): process (V)  | collection (N) 
NAME:HTMLExporter static HTMLExporter getInstance(): get (V)  | instance (N) 
NAME:HelpPerspective Set<IView> getViews(): get (V)  | views (N) 
NAME:HelpPerspective String getDesc(): get (V)  | desc (N) 
NAME:HelpView String getDesc(): get (V)  | desc (N) 
NAME:HelpView static HelpView getInstance(): get (V)  | instance (N) 
NAME:HelpView void initUI(): init (V)  | UI (N) 
NAME:HideableMessageDialog int getResu(): get (V)  | resu (N) 
NAME:History HistoryItem getHistoryItem(int index): get (V)  | history (NM) item (N) 
NAME:History Set<EventSubject> getRegistrationKeys(): get (V)  | registration (NM) keys (N) 
NAME:History SimpleDateFormat getDateFormatter(): get (V)  | date (NM) formatter (N) 
NAME:History String getLastFile(): get (V)  | last (DT) file (N) 
NAME:History Vector<HistoryItem> getHistory(): get (V)  | history (N) 
NAME:History static History getInstance(): get (V)  | instance (N) 
NAME:History void addItem(String sFileId, long lDate): add (V)  | item (N) 
NAME:History void changeID(String sIDOld, String sIDNew): change (V)  | ID (N) 
NAME:HistoryItem String getFileId(): get (V)  | file (NM) id (N) 
NAME:HistoryItem long getDate(): get (V)  | date (N) 
NAME:HistoryItem void setDate(long lDate): set (V)  | date (N) 
NAME:HistoryItem void setFileId(String fileId): set (V)  | file (NM) id (N) 
NAME:IPerspective Container getContentPane(): get (V)  | content (NM) pane (N) 
NAME:IPerspective Set<IView> getViews(): get (V)  | views (N) 
NAME:IPerspective String getDesc(): get (V)  | desc (N) 
NAME:IPerspective String getID(): get (V)  | ID (N) 
NAME:IPerspective URL getIconPath(): get (V)  | icon (NM) path (N) 
NAME:IPerspective void restoreDefaults(): restore (V)  | defaults (N) 
NAME:IPerspective void setID(String sid): set (V)  | ID (N) 
NAME:IPerspective void setIconPath(URL iconURL): set (V)  | icon (NM) path (N) 
NAME:IPlayerImpl float getCurrentPosition(): get (V)  | current (NM) position (N) 
NAME:IPlayerImpl float getCurrentVolume(): get (V)  | current (NM) volume (N) 
NAME:IPlayerImpl int getState(): get (V)  | state (N) 
NAME:IPlayerImpl long getCurrentLength(): get (V)  | current (NM) length (N) 
NAME:IPlayerImpl long getElapsedTime(): get (V)  | elapsed (NM) time (N) 
NAME:IPlayerImpl void setVolume(float fVolume): set (V)  | volume (N) 
NAME:ITagImpl String getAlbumName(): get (V)  | album (NM) name (N) 
NAME:ITagImpl String getAuthorName(): get (V)  | author (NM) name (N) 
NAME:ITagImpl String getComment(): get (V)  | comment (N) 
NAME:ITagImpl String getStyleName(): get (V)  | style (NM) name (N) 
NAME:ITagImpl String getTagItem(String sTagItem): get (V)  | tag (NM) item (N) 
NAME:ITagImpl String getTrackName(): get (V)  | track (NM) name (N) 
NAME:ITagImpl long getLength(): get (V)  | length (N) 
NAME:ITagImpl long getOrder(): get (V)  | order (N) 
NAME:ITagImpl long getQuality(): get (V)  | quality (N) 
NAME:ITagImpl long getYear(): get (V)  | year (N) 
NAME:ITagImpl void setAlbumName(String sAlbumName): set (V)  | album (NM) name (N) 
NAME:ITagImpl void setAuthorName(String sAuthorName): set (V)  | author (NM) name (N) 
NAME:ITagImpl void setComment(String sComment): set (V)  | comment (N) 
NAME:ITagImpl void setFile(File fio): set (V)  | file (N) 
NAME:ITagImpl void setOrder(long lOrder): set (V)  | order (N) 
NAME:ITagImpl void setStyleName(String style): set (V)  | style (NM) name (N) 
NAME:ITagImpl void setTagItem(String sTagItem, String sValue): set (V)  | tag (NM) item (N) 
NAME:ITagImpl void setTrackName(String sTrackName): set (V)  | track (NM) name (N) 
NAME:ITagImpl void setYear(long lYear): set (V)  | year (N) 
NAME:IView IPerspective getPerspective(): get (V)  | perspective (N) 
NAME:IView String getDesc(): get (V)  | desc (N) 
NAME:IView String getID(): get (V)  | ID (N) 
NAME:IView void initUI(): init (V)  | UI (N) 
NAME:IView void setID(String sID): set (V)  | ID (N) 
NAME:IView void setPerspective(IPerspective perspective): set (V)  | perspective (N) 
NAME:IconLabel Color getBackground(): get (V)  | background (N) 
NAME:IconLabel Color getForeground(): get (V)  | foreground (N) 
NAME:IconLabel Font getFont(): get (V)  | font (N) 
NAME:IconLabel ImageIcon getIcon(): get (V)  | icon (N) 
NAME:IconLabel String getText(): get (V)  | text (N) 
NAME:IconLabel String getTooltip(): get (V)  | tooltip (N) 
NAME:IconLabel void setInteger(boolean integer): set (V)  | integer (N) 
NAME:ImageFilter static ImageFilter getInstance(): get (V)  | instance (N) 
NAME:InfoPerspective Set<IView> getViews(): get (V)  | views (N) 
NAME:InfoPerspective String getDesc(): get (V)  | desc (N) 
NAME:InformationJPanel Set<EventSubject> getRegistrationKeys(): get (V)  | registration (NM) keys (N) 
NAME:InformationJPanel String getCurrentStatusMessage(): get (V)  | current (NM) status (NM) message (N) 
NAME:InformationJPanel String getMessage(): get (V)  | message (N) 
NAME:InformationJPanel String getSelection(): get (V)  | selection (N) 
NAME:InformationJPanel String getTotalStatusMessage(): get (V)  | total (NM) status (NM) message (N) 
NAME:InformationJPanel int getCurrentStatus(): get (V)  | current (NM) status (N) 
NAME:InformationJPanel int getMessageType(): get (V)  | message (NM) type (N) 
NAME:InformationJPanel int getTotalStatus(): get (V)  | total (NM) status (N) 
NAME:InformationJPanel static InformationJPanel getInstance(): get (V)  | instance (N) 
NAME:InformationJPanel void setCurrentStatus(int i): set (V)  | current (NM) status (N) 
NAME:InformationJPanel void setCurrentStatusMessage(String string): set (V)  | current (NM) status (NM) message (N) 
NAME:InformationJPanel void setMessage(String sMessage, int iMessageType): set (V)  | message (N) 
NAME:InformationJPanel void setSelection(String sSelection): set (V)  | selection (N) 
NAME:InformationJPanel void setTotalStatusMessage(String string): set (V)  | total (NM) status (NM) message (N) 
NAME:Item Date getDateValue(String sKey): get (V)  | date (NM) value (N) 
NAME:Item LinkedHashMap<String,Object> getProperties(): get (V)  | properties (N) 
NAME:Item Object getDefaultValue(String sKey): get (V)  | default (NM) value (N) 
NAME:Item Object getValue(String sKey): get (V)  | value (N) 
NAME:Item PropertyMetaInformation getMeta(String sProperty): get (V)  | meta (N) 
NAME:Item String getAny(): get (V)  | any (DT) 
NAME:Item String getDesc(): get (V)  | desc (N) 
NAME:Item String getHumanValue(String sKey): get (V)  | human (NM) value (N) 
NAME:Item String getId(): get (V)  | id (N) 
NAME:Item String getIdentifier(): get (V)  | identifier (N) 
NAME:Item String getName(): get (V)  | name (N) 
NAME:Item String getPropertiesXml(): get (V)  | properties (NM) xml (N) 
NAME:Item String getStringValue(String sKey): get (V)  | string (NM) value (N) 
NAME:Item double getDoubleValue(String sKey): get (V)  | double (NM) value (N) 
NAME:Item long getLongValue(String sKey): get (V)  | long (NM) value (N) 
NAME:Item void cloneProperties(Item propertiesSource): clone (V)  | properties (N) 
NAME:Item void displayProperties(): display (V)  | properties (N) 
NAME:Item void populateDefaultProperty(PropertyMetaInformation meta): populate (V)  | default (NM) property (N) 
NAME:Item void populateProperties(Attributes attributes): populate (V)  | properties (N) 
NAME:Item void removeProperty(String sKey): remove (V)  | property (N) 
NAME:Item void setProperties(LinkedHashMap<String,Object> properties): set (V)  | properties (N) 
NAME:Item void setProperty(String sKey, Object oValue): set (V)  | property (N) 
NAME:ItemManager Collection getVisibleProperties(): get (V)  | visible (NM) properties (N) 
NAME:ItemManager Collection<Item> getItems(Filter filter): get (V)  | items (N) 
NAME:ItemManager Collection<PropertyMetaInformation> getCustomProperties(): get (V)  | custom (NM) properties (N) 
NAME:ItemManager Collection<PropertyMetaInformation> getProperties(): get (V)  | properties (N) 
NAME:ItemManager PropertyMetaInformation getMetaInformation(String sPropertyName): get (V)  | meta (NM) information (N) 
NAME:ItemManager Set<Item> getItems(): get (V)  | items (N) 
NAME:ItemManager String getIdentifier(): get (V)  | identifier (N) 
NAME:ItemManager byte getLock(): get (V)  | lock (N) 
NAME:ItemManager int getElementCount(): get (V)  | element (NM) count (N) 
NAME:ItemManager static Item changeItem(Item itemToChange, String sKey, Object oValue, HashSet filter): change (V)  | item (N) 
NAME:ItemManager static ItemManager getItemManager(Class c): get (V)  | item (NM) manager (N) 
NAME:ItemManager static ItemManager getItemManager(String sProperty): get (V)  | item (NM) manager (N) 
NAME:ItemManager static Iterator getItemManagers(): get (V)  | item (NM) managers (N) 
NAME:ItemManager static String getHumanType(String sKey): get (V)  | human (NM) type (N) 
NAME:ItemManager static void registerItemManager(Class c, ItemManager itemManager): register (V)  | item (NM) manager (N) 
NAME:ItemManager void applyNewProperty(PropertyMetaInformation meta): apply (V)  | new (NM) property (N) 
NAME:ItemManager void applyRemoveProperty(PropertyMetaInformation meta): apply (V)  | remove (NM) property (N) 
NAME:ItemManager void registerProperty(PropertyMetaInformation meta): register (V)  | property (N) 
NAME:ItemManager void removeItem(String sID): remove (V)  | item (N) 
NAME:ItemManager void removeProperty(String sProperty): remove (V)  | property (N) 
NAME:JPopupMenu getPopupMenu(): get (V)  | popup (NM) menu (N) 
NAME:JPopupMenu getPopupMenu(): get (V)  | popup (NM) menu (N) 
NAME:JPopupMenu getPopupMenu(): get (V)  | popup (NM) menu (N) 
NAME:JPressButton String getUIClassID(): get (V)  | UI (NM) class (NM) ID (N) 
NAME:JPressButton long getActionInterval(): get (V)  | action (NM) interval (N) 
NAME:JPressButton void setActionInterval(long actionInterval): set (V)  | action (NM) interval (N) 
NAME:JPressButton void updateUI(): update (V)  | UI (N) 
NAME:JSplash void setProgress(int value): set (V)  | progress (N) 
NAME:JSplash void setProgress(int value, String msg): set (V)  | progress (N) 
NAME:JajukBackgroundPainter void paintBackground(JComponent component, Graphics g): paint (V)  | background (N) 
NAME:JajukBasicComboPopup JScrollPane createScroller(): create (V)  | scroller (N) 
NAME:JajukCellRender Component getTableCellRendererComponent(JTable table, Object oValue, boolean selected, boolean focused, int row, int column): get (V)  | table (NM) cell (NM) renderer (NM) component (N) 
NAME:JajukException String getCode(): get (V)  | code (N) 
NAME:JajukFileFilter String getDescription(): get (V)  | description (N) 
NAME:JajukHtmlPanel void setURL(URL url): set (V)  | URL (N) 
NAME:JajukJMenuBar static JajukJMenuBar getInstance(): get (V)  | instance (N) 
NAME:JajukSystray Set<EventSubject> getRegistrationKeys(): get (V)  | registration (NM) keys (N) 
NAME:JajukSystray String getBasicFormatText(File file): get (V)  | basic (NM) format (NM) text (N) 
NAME:JajukSystray String getHTMLFormatText(File file): get (V)  | HTML (NM) format (NM) text (N) 
NAME:JajukSystray static JajukSystray getInstance(): get (V)  | instance (N) 
NAME:JajukSystray void closeSystray(): close (V)  | systray (N) 
NAME:JajukSystray void populateAmbiences(): populate (V)  | ambiences (N) 
NAME:JajukTable ArrayList<String> getColumnsConf(): get (V)  | columns (NM) conf (N) 
NAME:JajukTable String getColumnsConf(ArrayList alCol): get (V)  | columns (NM) conf (N) 
NAME:JajukTable String getToolTipText(MouseEvent e): get (V)  | tool (NM) tip (NM) text (N) 
NAME:JajukTable void createColumnsConf(): create (V)  | columns (NM) conf (N) 
NAME:JajukTable void setSelectedrows(int indexes): set (V)  | selectedrows (N) 
NAME:JajukTable void showColumns(ArrayList<String> colsToShow): show (V)  | columns (N) 
NAME:JajukTableModel String getColumnName(int column): get (V)  | column (NM) name (N) 
NAME:JajukTableModel String getIdentifier(String sColName): get (V)  | identifier (N) 
NAME:JajukTableModel String getIdentifier(int column): get (V)  | identifier (N) 
NAME:JajukTableModel int getColumnCount(): get (V)  | column (NM) count (N) 
NAME:JajukTableModel int getRowCount(): get (V)  | row (NM) count (N) 
NAME:JajukTableModel void populateModel(): populate (V)  | model (N) 
NAME:JajukTableModel void populateModel(String sProperty, String sPattern): populate (V)  | model (N) 
NAME:JajukTableModel void setEditable(boolean b): set (V)  | editable (N) 
NAME:JajukTimer float getCurrentTrackPosition(): get (V)  | current (NM) track (NM) position (N) 
NAME:JajukTimer long getCurrentTrackEllapsedTime(): get (V)  | current (NM) track (NM) ellapsed (NM) time (N) 
NAME:JajukTimer long getCurrentTrackTotalTime(): get (V)  | current (NM) track (NM) total (NM) time (N) 
NAME:JajukTimer static JajukTimer getInstance(): get (V)  | instance (N) 
NAME:JajukTimer void addTrackTime(ArrayList alFiles): add (V)  | track (NM) time (N) 
NAME:JajukTimer void addTrackTime(File file): add (V)  | track (NM) time (N) 
NAME:JajukTimer void removeTrackTime(ArrayList alFiles): remove (V)  | track (NM) time (N) 
NAME:JajukTimer void removeTrackTime(File file): remove (V)  | track (NM) time (N) 
NAME:JajukWindow Set<EventSubject> getRegistrationKeys(): get (V)  | registration (NM) keys (N) 
NAME:JajukWindow static JajukWindow getInstance(): get (V)  | instance (N) 
NAME:JajukWindow void applyStoredSize(): apply (V)  | stored (NM) size (N) 
NAME:JajukWindow void saveSize(): save (V)  | size (N) 
NAME:JavaLayerPlayerImpl float getCurrentPosition(): get (V)  | current (NM) position (N) 
NAME:JavaLayerPlayerImpl float getCurrentVolume(): get (V)  | current (NM) volume (N) 
NAME:JavaLayerPlayerImpl int getState(): get (V)  | state (N) 
NAME:JavaLayerPlayerImpl long getCurrentLength(): get (V)  | current (NM) length (N) 
NAME:JavaLayerPlayerImpl long getElapsedTime(): get (V)  | elapsed (NM) time (N) 
NAME:JavaLayerPlayerImpl void setController(BasicController arg0): set (V)  | controller (N) 
NAME:JavaLayerPlayerImpl void setVolume(float fVolume): set (V)  | volume (N) 
NAME:KnownTypeFilter static KnownTypeFilter getInstance(): get (V)  | instance (N) 
NAME:KunststoffComboBoxUI ComboPopup createPopup(): create (V)  | popup (N) 
NAME:LNFManager static Collection<String> getSupportedLNF(): get (V)  | supported (NM) LNF (N) 
NAME:LNFManager static ComboBoxUI getSteppedComboBoxClass(): get (V)  | stepped (NM) combo (NM) box (NM) class (N) 
NAME:LNFManager static String getCurrent(): get (V)  | current (N) 
NAME:LNFManager static void setLookAndFeel(String sLaf): set (V)  | look (NM) and (NM) feel (N) 
NAME:LiquidComboBoxUI ComboPopup createPopup(): create (V)  | popup (N) 
NAME:Log int getVerbosity(): get (V)  | verbosity (N) 
NAME:Log static Log getInstance(): get (V)  | instance (N) 
NAME:Log static void setVerbosity(int newVerbosity): set (V)  | verbosity (N) 
NAME:LogicalPerspective Set<IView> getViews(): get (V)  | views (N) 
NAME:LogicalPerspective String getDesc(): get (V)  | desc (N) 
NAME:LogicalPlaylistEditorView ArrayList getRepositoryCurrentPlaylistFileItem(): get (V)  | repository (NM) current (NM) playlist (NM) file (NM) item (N) 
NAME:LogicalPlaylistRepositoryView String getDesc(): get (V)  | desc (N) 
NAME:LogicalPlaylistRepositoryView static LogicalPlaylistRepositoryView getInstance(): get (V)  | instance (N) 
NAME:LogicalPlaylistRepositoryView void initUI(): init (V)  | UI (N) 
NAME:LogicalPlaylistRepositoryView void populatePlaylists(): populate (V)  | playlists (N) 
NAME:LogicalPlaylistRepositoryView void removeItem(PlaylistFileItem plfiSelected): remove (V)  | item (N) 
NAME:LogicalTableView JajukTableModel populateTable(): populate (V)  | table (N) 
NAME:LogicalTableView String getDesc(): get (V)  | desc (N) 
NAME:LogicalTableView static LogicalTableView getInstance(): get (V)  | instance (N) 
NAME:LogicalTableView void initTable(): init (V)  | table (N) 
NAME:LogicalTreeView ArrayList getTrackSelection(): get (V)  | track (NM) selection (N) 
NAME:LogicalTreeView Set<EventSubject> getRegistrationKeys(): get (V)  | registration (NM) keys (N) 
NAME:LogicalTreeView String getDesc(): get (V)  | desc (N) 
NAME:LogicalTreeView int getSortOrder(): get (V)  | sort (NM) order (N) 
NAME:LogicalTreeView static LogicalTreeView getInstance(): get (V)  | instance (N) 
NAME:LogicalTreeView void cleanTree(): clean (V)  | tree (N) 
NAME:LogicalTreeView void initUI(): init (V)  | UI (N) 
NAME:LogicalTreeView void populateTree(): populate (V)  | tree (N) 
NAME:MPlayerPlayerImpl float getCurrentPosition(): get (V)  | current (NM) position (N) 
NAME:MPlayerPlayerImpl float getCurrentVolume(): get (V)  | current (NM) volume (N) 
NAME:MPlayerPlayerImpl int getState(): get (V)  | state (N) 
NAME:MPlayerPlayerImpl long getCurrentLength(): get (V)  | current (NM) length (N) 
NAME:MPlayerPlayerImpl long getElapsedTime(): get (V)  | elapsed (NM) time (N) 
NAME:MPlayerPlayerImpl void sendCommand(String command): send (V)  | command (N) 
NAME:MPlayerPlayerImpl void setVolume(float fVolume): set (V)  | volume (N) 
NAME:MPlayerTagImpl String getAlbumName(): get (V)  | album (NM) name (N) 
NAME:MPlayerTagImpl String getAuthorName(): get (V)  | author (NM) name (N) 
NAME:MPlayerTagImpl String getComment(): get (V)  | comment (N) 
NAME:MPlayerTagImpl String getStyleName(): get (V)  | style (NM) name (N) 
NAME:MPlayerTagImpl String getTagItem(String sTagItem): get (V)  | tag (NM) item (N) 
NAME:MPlayerTagImpl String getTrackName(): get (V)  | track (NM) name (N) 
NAME:MPlayerTagImpl long getLength(): get (V)  | length (N) 
NAME:MPlayerTagImpl long getOrder(): get (V)  | order (N) 
NAME:MPlayerTagImpl long getQuality(): get (V)  | quality (N) 
NAME:MPlayerTagImpl long getYear(): get (V)  | year (N) 
NAME:MPlayerTagImpl void setAlbumName(String sAlbumName): set (V)  | album (NM) name (N) 
NAME:MPlayerTagImpl void setAuthorName(String sAuthorName): set (V)  | author (NM) name (N) 
NAME:MPlayerTagImpl void setComment(String sComment): set (V)  | comment (N) 
NAME:MPlayerTagImpl void setFile(File fio): set (V)  | file (N) 
NAME:MPlayerTagImpl void setOrder(long lOrder): set (V)  | order (N) 
NAME:MPlayerTagImpl void setStyleName(String style): set (V)  | style (NM) name (N) 
NAME:MPlayerTagImpl void setTagItem(String sTagItem, String sValue): set (V)  | tag (NM) item (N) 
NAME:MPlayerTagImpl void setTrackName(String sTrackName): set (V)  | track (NM) name (N) 
NAME:MPlayerTagImpl void setYear(long lYear): set (V)  | year (N) 
NAME:Main static JajukSystray getSystray(): get (V)  | systray (N) 
NAME:Main static JajukWindow getWindow(): get (V)  | window (N) 
NAME:Main static String getDefaultPerspective(): get (V)  | default (NM) perspective (N) 
NAME:Main static ToolBarContainer getToolbarContainer(): get (V)  | toolbar (NM) container (N) 
NAME:Main static void checkOtherSession(): check (V)  | other (DT) session (N) 
NAME:Main static void initialCheckups(): initial (V)  | checkups (N) 
NAME:Main static void launchInitialTrack(): launch (V)  | initial (NM) track (N) 
NAME:Main static void launchTray(): launch (V)  | tray (N) 
NAME:Main static void launchUI(): launch (V)  | UI (N) 
NAME:Main static void loadCollection(): load (V)  | collection (N) 
NAME:Main static void registerTypes(): register (V)  | types (N) 
NAME:Main static void setDefaultPerspective(String perspective): set (V)  | default (NM) perspective (N) 
NAME:Messages Properties getProperties(): get (V)  | properties (N) 
NAME:Messages Properties getPropertiesEn(): get (V)  | properties (NM) en (N) 
NAME:Messages Properties parseLangpack(String sLocal): parse (V)  | langpack (N) 
NAME:Messages String getLocal(): get (V)  | local (N) 
NAME:Messages static ArrayList<String> getDescs(): get (V)  | descs (N) 
NAME:Messages static ArrayList<String> getLocales(): get (V)  | locales (N) 
NAME:Messages static Messages getInstance(): get (V)  | instance (N) 
NAME:Messages static Object getLimitedMessage(String sText, int limit): get (V)  | limited (NM) message (N) 
NAME:Messages static String getAll(String base): get (V)  | all (DT) 
NAME:Messages static String getErrorMessage(String pCode): get (V)  | error (NM) message (N) 
NAME:Messages static String getString(String key): get (V)  | string (N) 
NAME:Messages static int getChoice(String sText, int iType): get (V)  | choice (N) 
NAME:Messages static void showDetailedErrorMessage(String sCode, String sInfoSup, String sDetails): show (V)  | detailed (NM) error (NM) message (N) 
NAME:Messages static void showErrorMessage(String sCode): show (V)  | error (NM) message (N) 
NAME:Messages static void showErrorMessage(String sCode, String sInfoSup): show (V)  | error (NM) message (N) 
NAME:Messages static void showHideableWarningMessage(String sMessage, String sProperty): show (V)  | hideable (NM) warning (NM) message (N) 
NAME:Messages static void showInfoMessage(String sMessage): show (V)  | info (NM) message (N) 
NAME:Messages static void showInfoMessage(String sMessage, Icon icon): show (V)  | info (NM) message (N) 
NAME:Messages static void showInfoMessage(String sMessage, String sInfoSup): show (V)  | info (NM) message (N) 
NAME:Messages static void showWarningMessage(String sMessage): show (V)  | warning (NM) message (N) 
NAME:Messages void registerLocal(String sLocal, String sDesc): register (V)  | local (N) 
NAME:Messages void setLocal(String sLocal): set (V)  | local (N) 
NAME:MetalComboBoxUI ComboPopup createPopup(): create (V)  | popup (N) 
NAME:NoTagsTagImpl String getAlbumName(): get (V)  | album (NM) name (N) 
NAME:NoTagsTagImpl String getAuthorName(): get (V)  | author (NM) name (N) 
NAME:NoTagsTagImpl String getComment(): get (V)  | comment (N) 
NAME:NoTagsTagImpl String getStyleName(): get (V)  | style (NM) name (N) 
NAME:NoTagsTagImpl String getTagItem(String sTagItem): get (V)  | tag (NM) item (N) 
NAME:NoTagsTagImpl String getTrackName(): get (V)  | track (NM) name (N) 
NAME:NoTagsTagImpl long getLength(): get (V)  | length (N) 
NAME:NoTagsTagImpl long getOrder(): get (V)  | order (N) 
NAME:NoTagsTagImpl long getQuality(): get (V)  | quality (N) 
NAME:NoTagsTagImpl long getYear(): get (V)  | year (N) 
NAME:NoTagsTagImpl void setAlbumName(String sAlbumName): set (V)  | album (NM) name (N) 
NAME:NoTagsTagImpl void setAuthorName(String sAuthorName): set (V)  | author (NM) name (N) 
NAME:NoTagsTagImpl void setComment(String sComment): set (V)  | comment (N) 
NAME:NoTagsTagImpl void setFile(File fio): set (V)  | file (N) 
NAME:NoTagsTagImpl void setLength(long length): set (V)  | length (N) 
NAME:NoTagsTagImpl void setOrder(long lOrder): set (V)  | order (N) 
NAME:NoTagsTagImpl void setQuality(String sQuality): set (V)  | quality (N) 
NAME:NoTagsTagImpl void setStyleName(String style): set (V)  | style (NM) name (N) 
NAME:NoTagsTagImpl void setTagItem(String sTagItem, String sValue): set (V)  | tag (NM) item (N) 
NAME:NoTagsTagImpl void setTrackName(String sTrackName): set (V)  | track (NM) name (N) 
NAME:NoTagsTagImpl void setYear(long lYear): set (V)  | year (N) 
NAME:NotAudioFilter static NotAudioFilter getInstance(): get (V)  | instance (N) 
NAME:OKCancelPanel JajukButton getCancelButton(): get (V)  | cancel (NM) button (N) 
NAME:OKCancelPanel JajukButton getOKButton(): get (V)  | OK (NM) button (N) 
NAME:ObservationManager static Object getDetail(Event event, String sDetailName): get (V)  | detail (N) 
NAME:ObservationManager static Object getDetailLastOccurence(EventSubject subject, String sDetailName): get (V)  | detail (NM) last (DT) occurence (N) 
NAME:ObservationManager static Properties getDetailsLastOccurence(EventSubject subject): get (V)  | details (NM) last (DT) occurence (N) 
NAME:ObservationManager static void notifySync(Event event): notify (V)  | sync (N) 
NAME:Observer Set<EventSubject> getRegistrationKeys(): get (V)  | registration (NM) keys (N) 
NAME:ObserverRegistry void notifySync(Event event): notify (V)  | sync (N) 
NAME:ParameterView String getDesc(): get (V)  | desc (N) 
NAME:ParameterView static ParameterView getInstance(): get (V)  | instance (N) 
NAME:ParameterView void applyParameters(): apply (V)  | parameters (N) 
NAME:ParameterView void initUI(): init (V)  | UI (N) 
NAME:ParameterView void updateSelection(): update (V)  | selection (N) 
NAME:PasswordAuthentication getPasswordAuthentication(): get (V)  | password (NM) authentication (N) 
NAME:PasswordDialog JOptionPane getOptionPane(): get (V)  | option (NM) pane (N) 
NAME:PerspectiveAdapter Container getContentPane(): get (V)  | content (NM) pane (N) 
NAME:PerspectiveAdapter String getID(): get (V)  | ID (N) 
NAME:PerspectiveAdapter URL getIconPath(): get (V)  | icon (NM) path (N) 
NAME:PerspectiveAdapter void restoreDefaults(): restore (V)  | defaults (N) 
NAME:PerspectiveAdapter void setID(String sid): set (V)  | ID (N) 
NAME:PerspectiveAdapter void setIconPath(URL iconURL): set (V)  | icon (NM) path (N) 
NAME:PerspectiveBarJPanel static PerspectiveBarJPanel getInstance(): get (V)  | instance (N) 
NAME:PerspectiveManager static IPerspective getCurrentPerspective(): get (V)  | current (NM) perspective (N) 
NAME:PerspectiveManager static IPerspective getPerspective(String sID): get (V)  | perspective (N) 
NAME:PerspectiveManager static IPerspective registerPerspective(IPerspective perspective): register (V)  | perspective (N) 
NAME:PerspectiveManager static Set<IPerspective> getPerspectives(): get (V)  | perspectives (N) 
NAME:PerspectiveManager static void registerDefaultPerspectives(): register (V)  | default (NM) perspectives (N) 
NAME:PerspectiveManager static void setCurrentPerspective(IPerspective perspective): set (V)  | current (NM) perspective (N) 
NAME:PerspectiveManager static void setCurrentPerspective(String sPerspectiveID): set (V)  | current (NM) perspective (N) 
NAME:PhysicalPerspective Set<IView> getViews(): get (V)  | views (N) 
NAME:PhysicalPerspective String getDesc(): get (V)  | desc (N) 
NAME:PhysicalPlaylistEditorView ArrayList getRepositoryCurrentPlaylistFileItem(): get (V)  | repository (NM) current (NM) playlist (NM) file (NM) item (N) 
NAME:PhysicalPlaylistRepositoryView String getDesc(): get (V)  | desc (N) 
NAME:PhysicalPlaylistRepositoryView static PhysicalPlaylistRepositoryView getInstance(): get (V)  | instance (N) 
NAME:PhysicalPlaylistRepositoryView void initUI(): init (V)  | UI (N) 
NAME:PhysicalPlaylistRepositoryView void populatePlaylists(): populate (V)  | playlists (N) 
NAME:PhysicalPlaylistRepositoryView void removeItem(PlaylistFileItem plfiSelected): remove (V)  | item (N) 
NAME:PhysicalTableView JajukTableModel populateTable(): populate (V)  | table (N) 
NAME:PhysicalTableView String getDesc(): get (V)  | desc (N) 
NAME:PhysicalTableView static PhysicalTableView getInstance(): get (V)  | instance (N) 
NAME:PhysicalTableView void initTable(): init (V)  | table (N) 
NAME:PhysicalTreeView Set<EventSubject> getRegistrationKeys(): get (V)  | registration (NM) keys (N) 
NAME:PhysicalTreeView String getDesc(): get (V)  | desc (N) 
NAME:PhysicalTreeView static PhysicalTreeView getInstance(): get (V)  | instance (N) 
NAME:PhysicalTreeView void initUI(): init (V)  | UI (N) 
NAME:PhysicalTreeView void populateTree(): populate (V)  | tree (N) 
NAME:PlayListEditorTableModel void populateModel(String sPropertyName, String sPattern): populate (V)  | model (N) 
NAME:PlayListEditorTableModel void prepareColumns(): prepare (V)  | columns (N) 
NAME:Player static float getCurrentPosition(): get (V)  | current (NM) position (N) 
NAME:Player static float getCurrentVolume(): get (V)  | current (NM) volume (N) 
NAME:Player static long getCurrentLength(): get (V)  | current (NM) length (N) 
NAME:Player static long getElapsedTime(): get (V)  | elapsed (NM) time (N) 
NAME:Player static void setVolume(float pVolume): set (V)  | volume (N) 
NAME:PlayerPerspective Set<IView> getViews(): get (V)  | views (N) 
NAME:PlayerPerspective String getDesc(): get (V)  | desc (N) 
NAME:Playlist ArrayList<PlaylistFile> getPlaylistFiles(): get (V)  | playlist (NM) files (N) 
NAME:Playlist PlaylistFile getPlayeablePlaylistFile(): get (V)  | playeable (NM) playlist (NM) file (N) 
NAME:Playlist String getDesc(): get (V)  | desc (N) 
NAME:Playlist String getHumanValue(String sKey): get (V)  | human (NM) value (N) 
NAME:Playlist String getIdentifier(): get (V)  | identifier (N) 
NAME:Playlist String getName(): get (V)  | name (N) 
NAME:Playlist int hashCode(): hash (V)  | code (N) 
